type,created,tweet_type,text,url,view_count,retweet_count,like_count,reply_count,quote_count,media,lang,original_id,original_url,original_author_id,original_author_alias,original_author_url,source,location,hashtags,user_mentions,urls,card,alias,name,description,friend_count,follower_count,favorite_count,media_count,image,banner_image,created_at,is_verified
TwitterTweet,1720489391,retweet,Falcon 9 launches the @Turksat 6A mission to orbit from Florida,https://twitter.com/elonmusk/status/1810582180692697245,862971,1119,8282,436,69,"{'type': 'TwitterTweetMedia', 'photos': [{'type': 'TwitterTweetPhoto', 'id': '1810489736160776192', 'image': 'https://pbs.twimg.com/media/GSAm0plakAAoii1.jpg'}, {'type': 'TwitterTweetPhoto', 'id': '1810489736710221824', 'image': 'https://pbs.twimg.com/media/GSAm0roacAAhuT4.jpg'}, {'type': 'TwitterTweetPhoto', 'id': '1810489736521543680', 'image': 'https://pbs.twimg.com/media/GSAm0q7bcAAjRQw.jpg'}, {'type': 'TwitterTweetPhoto', 'id': '1810489736747974657', 'image': 'https://pbs.twimg.com/media/GSAm0rxagAEgjur.jpg'}], 'videos': []}",en,1810489845837676763,https://twitter.com/SpaceX/status/1810489845837676763,34743251,SpaceX,https://twitter.com/SpaceX,"{'type': 'TwitterTweetSource', 'url': 'https://mobile.twitter.com', 'title': 'Twitter Web App'}",,[],"[{'type': 'TwitterUserMention', 'id': '280648973', 'alias': 'turksat', 'name': 'Türksat A.Ş.', 'url': 'https://twitter.com/turksat'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720511332,tweet,"Electronic voting machines and anything mailed in is too risky. 

We should mandate paper ballots and in-person voting only.",https://twitter.com/elonmusk/status/1810581873703194727,2570202,6946,37100,4135,709,"{'type': 'TwitterTweetMedia', 'photos': [{'type': 'TwitterTweetPhoto', 'id': '1810581868082831361', 'image': 'https://pbs.twimg.com/media/GSB6nbvXIAEyE3y.jpg'}, {'type': 'TwitterTweetPhoto', 'id': '1810581868246708224', 'image': 'https://pbs.twimg.com/media/GSB6ncWbsAAsIyo.jpg'}, {'type': 'TwitterTweetPhoto', 'id': '1810581868078678016', 'image': 'https://pbs.twimg.com/media/GSB6nbuXwAAzuWH.jpg'}, {'type': 'TwitterTweetPhoto', 'id': '1810581868091179008', 'image': 'https://pbs.twimg.com/media/GSB6nbxWgAAbpUK.jpg'}], 'videos': []}",en,,,,,,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720511036,reply,Yup,https://twitter.com/elonmusk/status/1810580634387054775,8432,28,286,77,7,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",und,1810577053906874742,https://twitter.com/ajtourville/status/1810577053906874742,874776246592430080,ajtourville,https://twitter.com/ajtourville,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '874776246592430080', 'alias': 'ajtourville', 'name': 'ALEX', 'url': 'https://twitter.com/ajtourville'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720510717,reply,Noted,https://twitter.com/elonmusk/status/1810579294852186498,8659,16,213,47,6,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810544183377354961,https://twitter.com/SmokeAwayyy/status/1810544183377354961,1499522644483325952,SmokeAwayyy,https://twitter.com/SmokeAwayyy,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1499522644483325952', 'alias': 'SmokeAwayyy', 'name': 'Smoke-away', 'url': 'https://twitter.com/SmokeAwayyy'}, {'type': 'TwitterUserMention', 'id': '1726070748265992192', 'alias': 'spacejanitorX', 'name': 's.p.a.c.e.j.a.n.i.t.o.r', 'url': 'https://twitter.com/spacejanitorX'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720509523,reply,There should be no “special categories”. A clear call to violence against anyone is not ok.,https://twitter.com/elonmusk/status/1810574285594906699,36788,88,961,607,41,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810568034458665243,https://twitter.com/stillgray/status/1810568034458665243,16106584,stillgray,https://twitter.com/stillgray,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '16106584', 'alias': 'stillgray', 'name': 'Ian Miles Cheong', 'url': 'https://twitter.com/stillgray'}, {'type': 'TwitterUserMention', 'id': '1643966358256861185', 'alias': 'TheOfficial1984', 'name': '1984', 'url': 'https://twitter.com/TheOfficial1984'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720508440,reply,Seriously,https://twitter.com/elonmusk/status/1810569742685532460,19163,50,592,108,7,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810566368632123717,https://twitter.com/stillgray/status/1810566368632123717,16106584,stillgray,https://twitter.com/stillgray,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '16106584', 'alias': 'stillgray', 'name': 'Ian Miles Cheong', 'url': 'https://twitter.com/stillgray'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720508359,reply,Great question. The media all turned in unison like a marching band. So weird!,https://twitter.com/elonmusk/status/1810569406524621182,45588,231,2582,289,17,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810565793576591795,https://twitter.com/libsoftiktok/status/1810565793576591795,1326229737551912960,libsoftiktok,https://twitter.com/libsoftiktok,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1326229737551912960', 'alias': 'libsoftiktok', 'name': 'Libs of TikTok', 'url': 'https://twitter.com/libsoftiktok'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720508209,quote,"This is an excellent way to assess someone’s rationality.

Another way is to ask them to assign a probability to their argument being true vs false. Anyone who says anywhere close to 100% for a matter where there is subjectivity is full of 💩.",https://twitter.com/elonmusk/status/1810568775973966188,1921158,1547,10331,1586,125,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810526546681053615,https://twitter.com/GadSaad/status/1810526546681053615,116579971,GadSaad,https://twitter.com/GadSaad,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720496742,retweet,"Biden let in millions of illegal aliens

Now he’s opposing the SAVE Act, which would prevent noncitizens from voting in federal elections 

Tell your members of Congress: pass the SAVE Act!",https://twitter.com/elonmusk/status/1810561291376787549,689849,1856,7518,605,89,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': [{'type': 'TwitterTweetVideo', 'id': '1810520558049853440', 'duration': 16, 'video': 'https://video.twimg.com/amplify_video/1810520558049853440/vid/avc1/1080x1920/H28_LXULjFMBA3Ty.mp4?tag=16'}]}",en,1810520677964742746,https://twitter.com/BasedMikeLee/status/1810520677964742746,1551266822460162051,BasedMikeLee,https://twitter.com/BasedMikeLee,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720505531,reply,Not wrong,https://twitter.com/elonmusk/status/1810557544454091158,12331,26,371,124,7,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810416352110506089,https://twitter.com/tsarnick/status/1810416352110506089,203458226,tsarnick,https://twitter.com/tsarnick,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '203458226', 'alias': 'tsarnick', 'name': 'Tsarathustra', 'url': 'https://twitter.com/tsarnick'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720505302,reply,"Whoa, that trend line is almost vertical!",https://twitter.com/elonmusk/status/1810556583182491986,12482,39,434,61,5,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810474130325598517,https://twitter.com/fentasyl/status/1810474130325598517,1559556660640849921,fentasyl,https://twitter.com/fentasyl,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1559556660640849921', 'alias': 'fentasyl', 'name': '~~datahazard~~', 'url': 'https://twitter.com/fentasyl'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720505144,reply,"DMVs operate at the state level, but still this does seem to be an issue",https://twitter.com/elonmusk/status/1810555919211675894,17163,61,561,72,8,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810426666508054593,https://twitter.com/MikeBenzCyber/status/1810426666508054593,1599510806680535042,MikeBenzCyber,https://twitter.com/MikeBenzCyber,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1599510806680535042', 'alias': 'MikeBenzCyber', 'name': 'Mike Benz', 'url': 'https://twitter.com/MikeBenzCyber'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720504944,reply,Very Elden Ring,https://twitter.com/elonmusk/status/1810555081516859705,25727,35,644,115,5,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810541388402205031,https://twitter.com/BillyM2k/status/1810541388402205031,30699048,BillyM2k,https://twitter.com/BillyM2k,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '30699048', 'alias': 'BillyM2k', 'name': 'Shibetoshi Nakamoto', 'url': 'https://twitter.com/BillyM2k'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720504914,reply,There must be some mechanism to remove judges who show clear and repeated incompetence. Lives are at stake here. Voluntary retirement cannot be the only option.,https://twitter.com/elonmusk/status/1810554954488099215,18016,223,1412,139,10,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810515499689848907,https://twitter.com/robbystarbuck/status/1810515499689848907,16523905,robbystarbuck,https://twitter.com/robbystarbuck,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '16523905', 'alias': 'robbystarbuck', 'name': 'Robby Starbuck', 'url': 'https://twitter.com/robbystarbuck'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720504767,quote,True,https://twitter.com/elonmusk/status/1810554339435430351,3677474,3425,17915,1997,144,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810460701611454639,https://twitter.com/KenPaxtonTX/status/1810460701611454639,45840174,KenPaxtonTX,https://twitter.com/KenPaxtonTX,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720504750,reply,The degree to which the media are NPC drones is amazing to watch,https://twitter.com/elonmusk/status/1810554267545084218,82602,120,1208,140,30,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810497588493218136,https://twitter.com/stclairashley/status/1810497588493218136,2874102076,stclairashley,https://twitter.com/stclairashley,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '2874102076', 'alias': 'stclairashley', 'name': 'Ashley St. Clair', 'url': 'https://twitter.com/stclairashley'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720504542,reply,"What the heck is going on in Germany?

This is not right.",https://twitter.com/elonmusk/status/1810553394018333168,28923,242,2123,233,18,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810444533089665048,https://twitter.com/Klaus_Arminius/status/1810444533089665048,1483893386817986574,Klaus_Arminius,https://twitter.com/Klaus_Arminius,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1483893386817986574', 'alias': 'Klaus_Arminius', 'name': 'Klaus Arminius', 'url': 'https://twitter.com/Klaus_Arminius'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720482218,reply,Looks familiar,https://twitter.com/elonmusk/status/1810459761797742623,48475,75,1322,229,24,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,1810454215061594173,https://twitter.com/TurkeyBeaver/status/1810454215061594173,954371342115094528,TurkeyBeaver,https://twitter.com/TurkeyBeaver,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '954371342115094528', 'alias': 'TurkeyBeaver', 'name': 'Kiko Dontchev', 'url': 'https://twitter.com/TurkeyBeaver'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720480932,quote,Tesla has a Semi 😉,https://twitter.com/elonmusk/status/1810454369000727022,23575136,8834,128897,5082,455,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",es,1810453921472635248,https://twitter.com/Tesla/status/1810453921472635248,13298072,Tesla,https://twitter.com/Tesla,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720480903,tweet,"When combined with mail-in ballots, the system is *designed* to make it impossible to prove fraud.

Mail-in and drop box ballots should not be allowed, as cameras on the in-person voting stations would at least prevent large-scale fraud by counting how many people showed up vs ballots cast.

 https://t.co/ALG3khMfIv",https://twitter.com/elonmusk/status/1810454245109571615,23013891,34033,178213,12881,1948,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",en,,,,,,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],[],[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
TwitterTweet,1720479957,reply,!!,https://twitter.com/elonmusk/status/1810450277503316414,53329,140,1860,116,5,"{'type': 'TwitterTweetMedia', 'photos': [], 'videos': []}",qam,1810316509350400176,https://twitter.com/WallStreetApes/status/1810316509350400176,1099579684981944320,WallStreetApes,https://twitter.com/WallStreetApes,"{'type': 'TwitterTweetSource', 'url': 'http://twitter.com/download/iphone', 'title': 'Twitter for iPhone'}",,[],"[{'type': 'TwitterUserMention', 'id': '1099579684981944320', 'alias': 'WallStreetApes', 'name': 'Wall Street Apes', 'url': 'https://twitter.com/WallStreetApes'}]",[],{},elonmusk,Elon Musk,,651,189385822,59303,2283,https://pbs.twimg.com/profile_images/1780044485541699584/p78MCn3B_400x400.jpg,https://pbs.twimg.com/profile_banners/44196397/1690621312,1243973549,True
